sigla|iata|nombre|municipio|departamento|categoria|latitud|longitud|propietario|explotador|longitud_pista|ancho_pista|pbmo|orientacion|elevacion|resolucion|fecha_construccion|fecha_vigencia|clase|tipo|numero_vuelos_origen|gcd_departamento|gcd_municipio
9DA||BALMORAL|Maní|Casanare|Aeródromo|4.8864|-72.3439|MELIDA OVALLE Y OTROS|AEROTEC LTDA.|840|10|2000||652|  694,000|2015-03-31|2017-04-08|1A|Fumigación|1|85|85139
9DB||PALMAS DE TUMACO  -CA|San Andrés de Tumaco|Nariño|Aeródromo|1.496|-78.765|PALMAS DE TUMACO S.A.|PALMAS DE TUMACO S.A.|225|10|500||136| 1897,000|2011-04-11|2014-06-08|UL|Privado|1|52|52835
9DC||INGENIO LA CARMELITA|Riofrío|Valle del Cauca|Aeródromo|4.0727|-76.316|SOCIEDAD GARRIDO|ING. LA CARMELITA|300|10|500||3087| 2961,000|2013-06-20|2015-08-05|1A|Fumigación||76|76616
9DE||LUNA PARK|La Primavera|Vichada|Aeródromo|5.128|-70.4931|DAVID ALFONSO MATTOS L.|DAVID ALFONSO MATTOS|1200|15|12000||410| 1056,000|2014-02-28|2017-03-06|1A|Privado|97|99|99524
9DF||EL PORTAL|San Alberto|Cesar|Aeródromo|||||||||||||||2|20|20710
9DG||EL LAGO - CA|Piedras|Tolima|Aeródromo|4.5575|-74.9003|BERNEY RODRIGUEZ|OSMANI RODRIGUEZ CARDOZO|350|10|500||1050| 6744,000|2010-12-13||UL|Privado||73|73547
9DH||HACIENDA LA JOYA|Córdoba|Bolívar|Aeródromo|9.6179|-74.8367|TRIPENTA S.A.|AGROTEMPO LTDA.|720|10|2000||82|    9,000|2013-01-03|2016-01-09|1A|Privado||13|13212
9DI||SAN FELIPE|San Felipe|Guainía|Aeródromo|1.915|-67.0776|GOBERNACION|GOBERNACION|1100|22|25000||312|  545,000|2008-02-13||1A|Público|89|94|94883
9DJ||LA PAULINA|La Paz|Cesar|Aeródromo|9.9129|-73.4795|AMA LTDA.|AMA LTDA.|725|15|2000||210| 3939,000|2014-07-25||1A|Fumigación||20|20621
9DK||EL VATICANO|Paratebueno|Cundinamarca|Aeródromo|4.287|-73.1876|ROMULO PINEDA GARCIA|HELICE LTDA.|800|10|2000||738|  999,000|2015-05-05|2018-06-02|1A|Fumigación||25|25530
9DL||LA PASTORA|Arauca|Arauca|Aeródromo|6.798|-70.9777|SAO E.U|SAO E.U.|740|10|2000||600| 2139,000|2013-05-16||1A|Fumigación||81|81001
9DM||LA VEREMOS|San Luis de Palenque|Casanare|Aeródromo|5.338|-71.6004|ALVARO PEREZ|HELICE LTDA.|840|15|2000||574|  119,000|2015-01-21|2018-03-09|1A|Fumigación||85|85325
9DN||SAN FRANCISCO|Puerto Gaitán|Meta|Aeródromo|4.26|-71.9146|PROYECTOS LA FAZENDA|AGROPECUARIA ALIAR S.A.|1200|18|5000||712| 5521,000|2014-11-11|2017-11-12|2A|Fumigación|3|50|50568
9DO||TALANQUERA|Puerto López|Meta|Aeródromo|4.141|-73.032|FERNANDO TOVAR TAMAYO|COMERCIALIZADORA ECO|740|10|2000||179| 6016,000|2012-10-23||1A|Fumigación||50|50573
9DP||SHANGRI-LA|Riohacha|La Guajira|Aeródromo|11.2786|-73.1283|CI. SAMARIA|ASA S.A.S.|650|10|3000||82|  833,000|||1A|Fumigación||44|44001
9LD||LA LUCHA|Ciénaga|Magdalena|Aeródromo|10.97|-74.1833|FUMIGARAY S.A.|FUMIGARAY S.A.|750|10|3600||567| 5967,000|2014-12-15||1A|Fumigación||47|47189
9LG||VILLA GEORGINA|Tauramena|Casanare|Aeródromo|4.3625|-74.3214|SANTIAGO PULIDO NIÑO|COMERCIALIZAD. ECO|710|10|2000||594||2012-10-16||1A|Fumigación||85|85410
9LH||INGENIO PICHICHI|Guacarí|Valle del Cauca|Aeródromo|3.5347|-76.1653|INGENIO PICHICHI S.A.|INGENIO PICHICHI|340|10|500||3215| 2951,000|2013-06-20|2015-08-05|1A|Fumigación||76|76318
9LI||SAN SEBASTIAN|Cabuyaro|Meta|Aeródromo|4.3356|-72.7803|NELLY ZARATE|AEROTEC LTDA.|740|10|2000||680| 4738,000|2012-08-20||1A|Fumigación|30|50|50124
9LJ||EL COROZO|Arauca|Arauca|Aeródromo|6.9136|-70.8562|NEBIO ECHEVERRY|FUMIVILLA|750|10|2000||416| 2141,000|2013-05-16||1A|Fumigación||81|81001
9LK||HATO VIEJO|Arauca|Arauca|Aeródromo|6.8964|-70.7791|COMERCIALIZADORA EL PROVEEDOR LTDA.|FUMIVILLA|750|10|2000||416| 2141,000|2013-05-16||1A|Fumigación||81|81001
9LL||CIENFUEGOS|Paz de Ariporo|Casanare|Aeródromo|5.5831|-71.7289|JAIRO GRANADOS CEIJA|SAO E.U.|800|10|2000||574| 1315,000|2014-03-13||1A|Fumigación||85|85250
9LM||LA TRINIDAD|Puerto Rico|Meta|Aeródromo|||||||||||||||2|50|50590
9LN||GUADUALITO|Nunchía|Casanare|Aeródromo|5.4593|-71.912|CUPERTINO CUEVAS D.|SANAR S.A.|700|10|3000||639| 4943,000|2012-09-06||1A|Fumigación||85|85225
9LP||LA REDENCION|Pore|Casanare|Aeródromo|5.6618|-71.8088|MARIA DEL S. MONTOYA|FRANCISCO H. MARTINEZ|750|10|2000||636| 3053,000|2013-06-26||1A|Privado||85|85263
9LQ||LA PONDEROSA|Puerto Gaitán|Meta|Aeródromo|4.6316|-71.2141|MONICA COLOMBIA LTDA.|MONICA COLOMBIA LTDA|1200|18|3000||537| 5243,000|2012-09-19||2A|Privado|25|50|50568
9LR||LOS REMANSOS|Cimitarra|Santander|Aeródromo|6.5729|-74.2195|NELLY VALENCIA|AEROPENORT LTDA.|700|10|3000||357| 4373,000|2009-08-21|2012-10-08|1A|Fumigación||68|68190
9LS||SAN LUIS|La Esperanza|Norte de Santander|Aeródromo|7.6382|-73.4381|CRIAGAN S.A.|AEROPENORT LTDA.|770|10|2000||308| 7389,000|2012-12-28|2016-02-12|1A|Fumigación||54|54385
9LT||LOS GAVANES (LA MATA)|Arauca|Arauca|Aeródromo|7.0093|-70.7743|FUMIGAR|FUMIVILLA|760|12|3000||416| 2141,000|2013-05-16||1A|Fumigación||81|81001
9LU||EL RODEO|Tauramena|Casanare|Aeródromo|4.5772|-72.6914|JEREMIAS VACA RIAÑO|ASAM LTDA.|800|10|2000||746| 6069,000|2012-10-25||1A|Fumigación||85|85410
9LW||EL PALMAR|Nunchía|Casanare|Aeródromo|5.396|-71.9116|MAURICIO MEDINA NIÑO|FIBA S.A.|700|10|3000||629|  472,000|2013-02-13||1A|Fumigación|5|85|85225
9LX||LA GAITANA|Cabuyaro|Meta|Aeródromo|4.2253|-73.0298|P.VICENTE PERALES|FACOL LTDA.|800|10|4500||627| 1844,000|2013-04-26||1A|Fumigación||50|50124
9LY||SAN ISIDRO II|Cumaral|Meta|Aeródromo|4.1585|-73.3408|MARIA A PACHE OCHOA|MARIA A. PACHECO O.|890|10|2000||175| 4730,000|2013-09-06||1A|Fumigación||50|50226
9LZ||GABRIELAS|Jamundí|Valle del Cauca|Aeródromo|3.1797|-76.5507|HAROLD BENAVIDEZ|FIBA S.A.|750|18|3000||3215| 1129,000|2015-05-14|2018-07-06|1A|Fumigación||76|76364
9M1||TRES ESQUINAS AB|Solano|Caquetá|Aeródromo|||||||||||||||1160|18|18756
9M2||LARANDIA|Florencia|Caquetá|Aeródromo|||||||||||||||824|18|18001
9MA||EL DELIRIO|Arauca|Arauca|Aeródromo|6.9831|-70.882|CARMEN A. CABEZAS PEREZ|FUMIVILLA|800|10|3000||430| 5180,000|2011-09-20|2014-10-11|1A|Fumigación||81|81001
9MB||EL TRIANGULO|Fundación|Magdalena|Aeródromo|10.318|-74.0252|GANADERIA EL TRIANGULO|GANADERIA EL TRIANGULO|700|14|2000||196|  172,000|2015-01-27||1A|Privado||47|47288
9MC||LA MONICA|Tauramena|Casanare|Aeródromo|4.6856|-72.6005|MAURICIO TORRES CUBIDES|ASAM LTDA.|840|10|2000||554| 4896,000|2011-09-06||1A|Fumigación||85|85410
9MD||LA ABEJITA|Monterrey|Casanare|Aeródromo|5.0095|-72.3234|JOSE A. VARGAS P.|AGIL LTDA.|840|10|2000||682| 5479,000|2011-09-30|2014-11-09|1A|Fumigación||85|85162
9ME||CACHIMBALITO - CA|Santander de Quilichao|Cauca|Aeródromo|3.1653|-76.4738|INCAUCA|INCAUCA.S.A. - ASOCAÑA|250|10|500||3241| 2956,000|2013-06-20|2015-08-05|1A|Fumigación||19|19698
9MG||MADREVIEJA|Nunchía|Casanare|Aeródromo|5.4623|-71.9584|CELMIRA BARRAGAN F.|CELMIRA BARRAGAN F.|1000|10|2000||640| 4509,000|2012-08-16||1A|Fumigación||85|85225
9MH||SAN JUAN|San Martín|Meta|Aeródromo|3.7017|-73.3774|RODOLFO MENDEZ|MARIA A. PACHECO O.|740|10|2000||870| 1840,000|2013-04-26|2016-05-03|1A|Fumigación||50|50689
9MI||LA FORTUNA|Puerto López|Meta|Aeródromo|4.1028|-72.978|SAAC S.A.S|SAAC S.A.S|780|15|3000||690||2012-04-03|2012-07-03|1A|Fumigación||50|50573
9MJ||AGROFORESTAL MATA AZUL|Santa Rosalía|Vichada|Aeródromo|5.2897|-70.6337||RIOPAILA CASTILLA S.A.|1200|20|6500||118| 1478,000|2012-03-23||1A|Privado||99|99624
9MK||VILLA ISABELLA|Trinidad|Casanare|Aeródromo|5.2993|-71.3434|RAFAEL QUESADA|TAES LTDA.|800|10|2000||620| 4313,000|2012-08-08||1A|Fumigación||85|85430
9ML||MIRADOR|Trinidad|Casanare|Aeródromo|5.4326|-71.6009|ANGELICA VEGA|TAES LTDA.|790|10|2000||620| 4314,000|2012-08-08||1A|Fumigación||85|85430
9MM||EL CARIBE|Paz de Ariporo|Casanare|Aeródromo|5.7198|-71.4963|REGULO GAMA OJEDA|FARO LTDA.|800|10|2000||585| 1684,000|2013-04-18|2016-05-03|1A|Fumigación||85|85250
9MN||EL PEDRAL BONANZA|Puerto Wilches|Santander|Aeródromo|7.2417|-73.8151||AEROPENORT LTDA.|800|10|3000||282||2012-05-07|2012-08-07|1A|Fumigación||68|68575
9MO||SAN NICOLAS|Tauramena|Casanare|Aeródromo|4.4703|-72.4575|CARLOS E. CONTRERAS|ASAM LTDA.|840|10|2000||585| 4510,000|2012-08-16||1A|Fumigación||85|85410
9MP||LOS LOBOS|Tauramena|Casanare|Aeródromo|4.4748|-72.7478|AGROVIMART S.A.|AGIL LTDA.|800|10|3000||580| 1685,000|2013-04-18|2016-05-03|1A|Fumigación||85|85410
9MQ||EL RASTRO|Cumaribo|Vichada|Aeródromo|4.7022|-70.8617|EL RASTRO 1 S.A.S.|EL RASTRO  1 S.A.S|800|15|2000||545| 7391,000|2012-12-28||1A|Fumigación||99|99773
9MR||LOS GANSOS|Cumaribo|Vichada|Aeródromo|4.6764|-70.9997|LOS GANSOS 1 S.A.S.|LOS GANSOS 1 S.AS.|900|40|2000||544| 7390,000|2012-12-28||1A|Fumigación||99|99773
9MS||BETANIA|Trinidad|Casanare|Aeródromo|5.5319|-71.6812|DIOSELINO ACOSTA|SAO E.U.|800|10|2000||2030| 1216,000|2013-03-20||1A|Fumigación|1|85|85430
9MT||AGUAS CLARAS|Sabana de Torres|Santander|Aeródromo|7.2731|-73.5626|EDGAR MEZA ORTIZ|EDGAR MEZA ORTIZ|800|10|2500||652| 1681,000|2013-04-18||1A|Fumigación||68|68655
9MV||MARIA JUANA|Aguazul|Casanare|Aeródromo|5.0054|-72.3959|BLANCA E. BULLA PULIDO|SAAC S.A.S.|800|10|2000||1191| 2137,000|2014-04-25||1A|Fumigación||85|85010
9MW||LAS NUBES|Puerto Gaitán|Meta|Aeródromo|4.2563|-71.7977|AGMO NUBES INVER.S.A.S|AGMO NUBES INVERSIONES|1000|18|4500||1030| 1942,000|2013-05-03|2016-05-08|1A|Fumigación|2|50|50568
9MX||EL SILENCIO|Paz de Ariporo|Casanare|Aeródromo|5.7555|-71.6583|PEDRO A. VARGAS BECERRA|AEROTEC LTDA.|900|10|2000||577| 2130,000|2014-04-25||1A|Fumigación||85|85250
9MY||AFGANISTAN|Paz de Ariporo|Casanare|Aeródromo|5.886|-71.408|JOSE IVAN CORTES P.|SANDRA PATRICIA YATE|900|10|2000||577| 2131,000|2014-04-25|2017-05-06|1A|Fumigación||85|85250
9MZ||LA FORTALEZA|Paz de Ariporo|Casanare|Aeródromo|5.7953|-71.7571|HENRY MARTINEZ C.|FAAC S.A.S.|840|10|2000||640| 4938,000|2014-09-22||1A|Fumigación||85|85250
9NA||LOS GUIRES|Hato Corozal|Casanare|Aeródromo|6.1853|-71.521|EDISON DELGADO|FAAC S.A.S.|840|10|2000||538| 4938,000|2014-09-22||1A|Fumigación||85|85125
9NB||LAS PALMAS|La Gloria|Cesar|Aeródromo|8.5803|-73.6619|NAVIAGRI - NAVILOG S.A.|CELTA LTDA.|1000|15|2500||554| 5531,000|2014-11-11||1A|Fumigación||20|20383
9NC||LA DALIA|Arauca|Arauca|Aeródromo|6.9687|-70.962|HORACIO E. MARTINEZ G.|HORACIO E. MARTINEZ G.|700|10|2500||390|  438,000|2015-02-27|2018-03-03|1A|Fumigación||81|81001
9ND||VILLA VERONICA|Trinidad|Casanare|Aeródromo|5.3884|-71.5896|CRISTINA I. GONZALEZ|TAES LTDA.|800|10|2000||564|  120,000|2015-01-21|2018-03-06|1A|Fumigación||85|85430
9NE||SAN CARLOS - CA|Tuluá|Valle del Cauca|Aeródromo|4.0588|-76.2704|MAYAGUEZ S.A.|MAYAGUEZ S.A.|300|10|500||3320|  620,000|2015-03-19||1A|Fumigación||76|76834
9NF||RENSO|Trinidad|Casanare|Aeródromo|5.2417|-71.1909|MARTHA L. PAN A.|TAES LTDA.|800|10|2000||432|  692,000|2015-03-31||1A|Fumigación||85|85430
9NG||REMOLINOS|Puerto López|Meta|Aeródromo|4.2053|-72.6639|BLANCA E. BULLA PULIDO|ECO LTDA.|840|10|2000||586|  835,000|2015-04-14||1A|Fumigación||50|50573
9NH||LOS ARUCOS|Maní|Casanare|Aeródromo|4.9461|-72.2181|LUIS A. SANTOS|SAAC S.A.S.|840|10|2000||600|  693,000|2015-03-31||1A|Fumigación||85|85139
9NI||LA BENDICION DE ARAUCA|Arauca|Arauca|Aeródromo|6.9496|-70.7562|AGROPECUARIA MARIPANATO SAS|HORACIO E. MARTINEZ G.|800|10|2500||410| 1126,000|2015-05-14||1A|Fumigación||81|81001
9NJ||BELGRADO|Maní|Casanare|Aeródromo|4.3026|-72.3026|FLORINDA ADAN GARCIA|SAAC S.A.S.|840|10|2000||682|  834,000|2015-04-14||1A|Fumigación||85|85139
9NK||MEXICO|Trinidad|Casanare|Aeródromo|5.495|-71.5189|CARLOS A. ARIZA|SAO S.A.S.|800|10|2000||568|  997,000|2015-05-05||1A|Fumigación||85|85430
9NL||EL TESORO|Trinidad|Casanare|Aeródromo|5.3072|-71.3732|RENSO AMAYA BECERRA|SAO S.A.S.|900|10|2000||516| 1327,000|2015-06-05|2018-07-09|1A|Fumigación||85|85430
A01||CAMPO ALEGRE|Inírida|Guainía|Aeródromo|1.8653|-69.0101|GOBERNACION|GOBERNACION|450|15|2000||577| 1333,000|2013-03-26||1A|Público|182|94|94001
A02||CAÑO COLORADO|Inírida|Guainía|Aeródromo|2.2774|-68.3599|GOBERNACION|GOBERNACION|1100|15|12202||413| 4419,000|2013-08-23||1C|Público|7|94|94001
A03||FORTUL|Fortul|Arauca|Aeródromo|6.7817|-71.7791|GOBERNACION|MUNICIPIO|700|13|4000||730| 2036,000|2010-04-23||1A|Público|2|81|81300
A04||SANTA ROSA DEL SUR|Santa Rosa del Sur|Bolívar|Aeródromo|7.9629|-76.034|MUNICIPIO|MUNICIPIO|720|18|5000||61| 5959,000|2014-12-15||1A|Público|258|13|13688
ABT||AGUA BLANCA|Piedras|Tolima|Aeródromo|4.4656|-74.9948|SOCIEDAD CULTIVOS SAN JOSE|CRUZ VERDE|680|10|2000||1994| 4508,000|2012-08-18|2015-09-03|1A|Fumigación|17|73|73547
ACD|ACD|ALCIDES FERNANDEZ|Acandí|Chocó|Regional|8.4969|-77.2739|INCORA LTDA|MUNICIPIO|1200|16|||50| 1072,000|1969-09-15||3A|Público|2564|27|27006
ACI||EL MONASTERIO|Acacías|Meta|Aeródromo|3.9587|-73.4425|EFA LTDA.|EFA LTDA.|680|10|2000||948| 2634,000|2012-05-24||1A|Fumigación|4|50|50006
ACL|ACL|AGUACLARA|Sabanalarga|Casanare|Aeródromo|4.7333|-73.0583|CORREGIMIENTO|CORREGIMIENTO|800|25|12202||1033| 3660,000|2007-08-14||1C|Público|2|85|85300
ACP||ACAPULCO|Nunchía|Casanare|Aeródromo|5.4086|-71.8694|YOLANDA CAMACHO V.|MARIA A. PACHECO OCHOA|870|10|2000||656| 4895,000|2011-09-06|2014-09-09|1A|Fumigación||85|85225
ACR|ACR|ARARACUARA|Solano|Caquetá|Regional|-0.6008|-72.3981|GOBERNACION|GOBERNACION|1300|30|27000||800|   31,000|1958-02-05||3C|Público|1778|18|18756
ADN||ANDES|Andes|Antioquia|Aeródromo|||||||||||||||| 5| 5034
ADZ|ADZ|GUSTAVO ROJAS PINILLA|San Andrés|San Andrés islas|Internacional|12.5837|-81.7113|AEROCIVIL|AEROCIVIL|2380|36|||18|  352,000|1968-05-17||4D|Aerocivil|76692|88|88001
AER||AEROFLANDES - C.A.|Flandes|Tolima|Aeródromo|4.2171|-74.8454|AEROFLANDES|CLUB.ULTR-LA LIBELULA|240|10|500||1049| 1211,000|2013-03-20|2016-04-10|UL|Privado||73|73275
AFC||FABAL-COALCESAR|Aguachica|Cesar|Aeródromo|8.2415|-73.6901|COALCESAR|COALCESAR LTDA|650|15|2000||197|  441,000|||1A|Fumigación|133|20|20011
AFD||FADELCE|Armenia|Quindío|Aeródromo|||||||||||||||5|63|63001
AFI|AFI|EL RIO|Amalfi|Antioquia|Aeródromo|6.8954|-75.0475|AEROCIVIL|AEROCIVIL|970|20|3500||4831|  551,000|1968-10-07||2A|Aerocivil|258| 5| 5031
AGB||AGUA BLANCA|Espinal|Tolima|Aeródromo|4.1839|-74.8931|FARCA S.A. - COMODATO|SANIDAD VEGETAL CRUZ|750|10|2000||1095| 7095,000|2013-12-19||1A|Fumigación|4|73|73268
AGC||EL FARO|Aguachica|Cesar|Aeródromo|||||||||||||||8|20|20011
AGH||HACARITAMA|Aguachica|Cesar|Aeródromo|8.2473|-73.5821|AEROCIVIL|AEROCIVIL|1310|25|12202||700| 9248,000|1987-07-27||2C|Aerocivil|1245|20|20011
AGI||EL PARAISO|Aguachica|Cesar|Aeródromo|8.1258|-73.5806|SOCIEDAD CHARRY NARVAEZ|CELTA LTDA.|600|10|2500||328| 1127,000|2015-05-14|2018-06-11|1A|Fumigación|6|20|20011
AGJ||JAMAICA|Aguazul|Casanare|Aeródromo|5.0905|-72.4462|VICTOR H-TORRES Z.|AVIOCOL LTDA.|750|10|2000||781| 1054,000|2014-02-28|2017-04-08|1A|Fumigación|2|85|85010
AGT||AGUA BLANCA|Piedras|Tolima|Aeródromo|||||||||||||||17|73|73547
AGU||MARIA ANGELICA|Aguazul|Casanare|Aeródromo|5.0546|-72.4471|GERMAN ERAZO|CELTA LTDA.|800|15|2000||720| 4736,000|2013-09-06||1A|Fumigación|5|85|85010
AGY||BASE PRINCIPAL CELTA|Aguachica|Cesar|Aeródromo|8.2002|-73.6313|CIA. EN LABORES TEC Y A|CELTA LTDA.|800|15|2500||305| 5318,000|2014-10-21|2017-11-12|1A|Fumigación|543|20|20011
AGZ||AGUAZUL|Aguazul|Casanare|Aeródromo|||||||||||||||10|85|85010
AIH||LA MANGA|Aipe|Huila|Aeródromo|||||||||||||||1|41|41016
ALR||ALFEMAR|Juradó|Chocó|Aeródromo|||||||||||||||389|27|27372
ALT||ALTAMIRA|Orocué|Casanare|Aeródromo|4.7586|-71.6386|PALMAR DE ALTAMIRA S.A.S.|PALMAR DE ALTAMIRA S.A.A|1100|15|5000||492| 6124,000|2014-12-24||1A|Privado|208|85|85230
ALV||EL DIAMANTE|Alvarado|Tolima|Aeródromo|4.5694|-74.9337|ELIAS ACOSTA Y CIA LTDA|CRUZ VERDE|620|10|2000||1312| 4728,000|2013-09-06||1A|Fumigación|2|73|73026
AMA||LA AMALIA|Ciénaga|Magdalena|Aeródromo|10.867|-74.1458|ADMINISTRACIONES Y SERVICIOS AEREOS S.A.S.|ASA S.A.S.|800|10|3000||482| 5716,000|2014-11-25|2017-12-02|1A|Fumigación||47|47189
AMB||EL SANTUARIO|Ambalema|Tolima|Aeródromo|4.9029|-74.7797|HACIENDA ZAPAYAN S.A.|HACIENDA ZAPAYAN S.A.|750|10|2800||830||2015-06-04|2015-07-04|1A|Fumigación|2|73|73030
AMN||PORTUGALITO|Armenia|Quindío|Aeródromo|||||||||||||||2|63|63001
ANN||ANA MARIA|Agustín Codazzi|Cesar|Aeródromo|||||||||||||||2|20|20013
APO|APO|ANTONIO ROLDAN BETANCOURT|Carepa|Antioquia|Nacional|7.8118|-76.7164|AEROCIVIL|EN CONCESION- SOACN(Sociedad Operadora de Aeropuertos Centro Norte|2180|30|||46| 1590,000|1969-06-10||4C|Aerocivil|40556| 5| 5147
APY|API|APIAY - FAC|Villavicencio|Meta|Aeródromo|4.0761|-73.5627|FAC|F A C|1800|40|||1200||||4D|Militar|378|50|50001
ARA||LA RUBIERA|Arauca|Arauca|Aeródromo|||||||||||||||41|81|81001
ARC||PERENCO|Yopal|Casanare|Aeródromo|||||||||||||||17|85|85001
ARE||EL CEDRITO -CA|Armenia|Quindío|Aeródromo|||||||||||||||18|63|63001
ARG||ARAGUANEY|Yopal|Casanare|Aeródromo|5.413|-72.285|SANAR S.A.S|SANAR S.A.S.|850|10|4000||796|  705,000|2014-02-12||1A|Fumigación|10|85|85001
ARO|ARO|ARBOLETES|Arboletes|Antioquia|Aeródromo|8.8394|-76.43|MUNICIPIO|MUNICIPIO|1100|10|6000||13| 4381,000|2002-09-04||2B|Público|5| 5| 5051
ARQ|ARQ|EL TRONCAL|Arauquita|Arauca|Aeródromo|7.0211|-71.3889|AEROCIVIL|AEROCIVIL|960|12|12202||509| 1073,000|1969-09-15||2C|Aerocivil|70|81|81065
ASA||ASA-COPEY|El Copey|Cesar|Aeródromo|||||||||||||||1|20|20238
ATC||ATACO|Ataco|Tolima|Aeródromo|3.5837|-75.3891|MUNICIPIO|MUNICIPIO|800|15|4000||1519|  156,000|1957-07-23||2A|Público|1|73|73067
AUC|AUC|SANTIAGO PEREZ QUIROZ|Arauca|Arauca|Nacional|7.0689|-70.737|AEROCIVIL|AEROCIVIL|2100|30|||418|  984,000|1987-02-02||4C|Aerocivil|25923|81|81001
AUR||EL CORAJE|Ariguaní|Magdalena|Aeródromo|10.0247|-74.067|CAMAGUEY S.A.|CAMAGUEY S.A.|720|15|4000||282| 7094,000|2013-12-19||1A|Privado|30|47|47058
AXM|AXM|EL EDEN|Armenia|Quindío|Internacional|4.452893|-75.767286|||||||||||||48572|63|63001
AYC||LA GLORIA|La Gloria|Cesar|Aeródromo|||||||||||||||3|20|20383
BAA||BANCO CAFETERO|Manizales|Caldas|Aeródromo|||||||||||||||2|17|17001
BAC||BANCO DE LA REPUBLICA|Medellín|Antioquia|Aeródromo|||||||||||||||2| 5| 5001
BAL||INGENIO RISARALDA|Balboa|Risaralda|Aeródromo|4.8948|-75.9044|INGENIO RISARALDA|ING.RISARALDA-ASOCAÑA|250|10|500||3034| 2954,000|2013-06-20|2015-08-05|1A|Fumigación||66|66075
BAN||BANCO LARGO|Nunchía|Casanare|Aeródromo|5.4631|-72.0631|JAVIER CHINCHILLA MUNAR|SFA- LTDA|840|10|2000||692| 7056,000|2012-12-07||1A|Fumigación||85|85225
BAQ|BAQ|ERNESTO CORTISSOZ|Barranquilla|Atlántico|Internacional|10.8896|-74.7809|AEROCIVIL|GRUPO AEROPORTUARIO DEL CARIBE S.A.S.|3000|45|||98| 1152,000|2015-05-15||4E|Aerocivil|125956| 8| 8001
BAR||GUAICARAMO|Barranca de Upía|Meta|Aeródromo|4.4605|-72.9509|GUAICARAMO S.A.|GUAICARAMO S.A.|800|18|5500||649| 7236,000|2013-12-27||1A|Fumigación|17|50|50110
BAT||BANCO DE OCCIDENTE|Cali|Valle del Cauca|Aeródromo|||||||||||||||12|76|76001
BBA||PIZARRO|Bajo Baudó|Chocó|Aeródromo|4.9608|-77.3633|MUNICIPIO|MUNICIPIO|1000|10|||10| 6365,000|2008-12-30||1A|Público|4944|27|27077
BCA||CERREJON CENTRAL|Barrancas|La Guajira|Aeródromo|||||||||||||||9|44|44078
BCO||JULIA CAROLINA|Bosconia|Cesar|Aeródromo|||||||||||||||132|20|20060
BCU||OREGANAL|Barrancas|La Guajira|Aeródromo|||||||||||||||1|44|44078
BEC||BECERRIL|Becerril|Cesar|Aeródromo|9.6628|-73.2744|MUNICIPIO|FUMILLANOS|1300|27|3500||320| 2989,000|2008-07-02||3B|Fumigación|51|20|20045
BEE||BENEFICENCIA DEL TOLIMA|Ibagué|Tolima|Aeródromo|||||||||||||||86|73|73001
BER||BECERRIL|Becerril|Cesar|Aeródromo|||||||||||||||1|20|20045
BGA|BGA|PALONEGRO|Bucaramanga|Santander|Internacional|7.127269|-73.182945|||||||||||||143503|68|68001
BGN||EL MILAGRO|Bugalagrande|Valle del Cauca|Aeródromo|||||||||||||||4|76|76113
BIC||BERASTEGUI|Ciénaga de Oro|Córdoba|Aeródromo|8.8845|-75.6835|AEROCIVIL|AEROCIVIL|1530|20|2000||48|  984,000|1987-02-02||0B|Aerocivil|1|23|23189
BIZ||BIZERTA|Nunchía|Casanare|Aeródromo|5.4225|-71.9936|CELMIRA BARRAGAN F.|FUMIVILLA LTDA|700|10|2000||639|  151,000|2013-01-25||1A|Fumigación|1|85|85225
BJA||BERLIN|Villavieja|Huila|Aeródromo|||||||||||||||3|41|41872
BJE||LA CASCAJERA|Barrancabermeja|Santander|Aeródromo|||||||||||||||19|68|68081
BMG||BARRANCO MINAS|Barranco Minas|Guainía|Aeródromo|3.4907|-69.8097|GOBERNACION|DEPARTAMENTO|900|15|||125| 2477,000|1972-09-11||1A|Público|3058|94|94343
BNA||BUENOS AIRES -FADELCE|Pailitas|Cesar|Aeródromo|||||||||||||||2|20|20517
BNI||BOLUGA|Venadillo|Tolima|Aeródromo|4.6903|-74.8894|MARGOT URIBE DE SAMPER Y CIA|CRUZ VERDE|640|10|3000||1092| 2172,000|2012-04-30||1A|Fumigación||73|73861
BNO||BUENOS AIRES|Puerto Wilches|Santander|Aeródromo|7.462|-73.7464|AGRICOLA BUFALERA DE COLOMBIA|EL MISMO|1060|18|3500||229| 7239,000|2012-12-19||1A|Privado|26|68|68575
BNP||BUENOS AIRES -FADELCE|Pailitas|Cesar|Aeródromo|9.02|-73.6725|FADELCE LTDA|FADELCE LTDA|840|15|2000||82|   24,000|2009-01-07|2012-02-12|2A|Fumigación|2|20|20517
BOC||SAN MARTIN|Bosconia|Cesar|Aeródromo|||||||||||||||147|20|20060
BOG|BOG|EL DORADO|Bogotá, D.C.|Bogotá, D.C.|Internacional|4.7017|-74.1469|AEROCIVIL|EN CONCESION CODAD|3800|60|||8356|  320,000|1959-12-04||4E|Aerocivil|1028334|11|11001
BQL||BARRANQUILLITA|Miraflores|Guaviare|Aeródromo|1.5467|-72.3258|GOBERNACION|INS POL BARRANQUILLITA|700|15|5000||800| 2989,000|||1A|Público|79|95|95200
BSA||LA ESPERANZA|Barbosa|Santander|Aeródromo|5.9485|-73.6092|GOBERNACION|MUNICIPIO|1000|16|||5308|  306,000|||2A|Público|228|68|68077
