objectid,key,cod_tramo,codigo_via,pr_inicial,dist_ini,pr_finl,dist_fin,territorial,tramo,sector,administrador,amv,superficie,calzada,ruta,fuente,fecha_fuente,fecha_actualiz,concesion,observacion_invias,estado,observacion_igac,reversion,pr_ini_con,pr_fin_con,ruleid_1,inline_fid,simlnflag,maxsimptol,minsimptol
877,1,50090,5009,0,0,35,0,12,Conexión Transversal Buenaventura - Puerto Carreño y Troncal Central del Norte,Bogotá (Los Patios) - Guasca,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,35+0,2,9842,0,1,1
885,1,500935,5009,35,0,35,500,12,Conexión Transversal Buenaventura - Puerto Carreño y Troncal Central del Norte,Paso por Guasca,1,1,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,Para definir trazado,Memorando,,,35+0,35+500,1,9866,0,1,1
928,1,55010,5501,0,0,21,1118,12,Troncal Central del Norte,Bogotá - Tocancipá,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,21+1118,2,10273,1,1,1
967,1,55010,5501,21,1118,25,964,12,Troncal Central del Norte,Paso Nacional Por Tocancipá,1,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,21+1118,25+964,1,10274,0,1,1
1276,1,55010,5501,25,964,59,0,12,Troncal Central del Norte,Tocancipá - Chocontá,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,25+964,59+0,2,10272,1,1,1
1293,1,550159,5501,59,0,108,96,4,Troncal Central del Norte,Chocontá - Tunja,2,,,2,,WFS ANI,2016/01/01 00:00:00+00,2016/09/06 00:00:00+00,,PR Final 108+0096 en Ramón Lobo,,,,59+0,108+96,2,10295,0,1,1
1294,1,550159,5501,108,96,120,0,4,Troncal Central del Norte,Chocontá - Tunja,2,,,2,,WFS ANI,2016/01/01 00:00:00+00,2016/09/06 00:00:00+00,,PR Final 108+0096 en Ramón Lobo,,,,108+96,120+0,2,10296,0,1,1
1327,1,55020,5502,0,0,47,730,4,Troncal Central del Norte,Tunja - Duitama,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,47+730,2,10330,1,1,1
996,1,55030,5503,0,0,134,193,4,Troncal Central del Norte,Duitama - La Palmera,1,5,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,Act. seg 2-4; 6-8; 28-29; 41-42; 49-50; 69-72; 103-104; 106-107; 133-134,,0+0,134+193,1,9973,0,1,1
893,1,55040,5504,0,0,102,210,22,Troncal Central del Norte,La Palmera - Presidente,1,1,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,PR final 102+0000 (Ramón Lobo),rev,Act. seg 0 a 102,,0+0,102+210,1,9879,0,1,1
935,1,550571,5505,68,500,131,500,18,Troncal Central del Norte,Pamplona - Los Patios,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,68+500,131+500,2,9941,0,1,1
994,1,55050,5505,0,0,68,500,18,Troncal Central del Norte,Presidente - Pamplona,1,3,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,68+500,1,9971,0,1,1
1243,1,550571,5505,131,500,140,0,18,Troncal Central del Norte,Los Patios - Cúcuta,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,131+500,140+0,2,10340,0,1,1
1127,1,55072,5507,2,900,53,758,18,Troncal Central del Norte,Nueva Terminal de Cúcuta - Puente Internacional Pedro de Hevia,1,2,,1,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,Act. seg 6-8,,2+900,53+758,1,10095,0,1,1
1128,1,55070,5507,0,0,2,900,18,Troncal Central del Norte,Nueva Terminal de Cúcuta,1,,,1,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,Act. seg 6-8,,0+0,2+900,1,10096,0,1,1
980,1,560149,5601,49,0,103,0,1,Circuito Medellin - Valle de Rionegro,La Unión - Sonsón,1,2,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,49+0,103+0,1,9952,0,1,1
1093,1,56010,5601,0,0,10,500,1,Circuito Medellin - Valle de Rionegro,Medellín - Glorieta Las Palmas,3,,,2,,Google Maps,2016/01/01 00:00:00+00,2016/09/05 00:00:00+00,,,,,,0+0,10+500,3,10065,0,1,1
1094,1,560110,5601,10,500,49,0,1,Circuito Medellin - Valle de Rionegro,Glorieta Las Palmas - La Unión,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,10+500,49+0,2,10066,0,1,1
837,1,56040,5604,0,0,19,500,12,Circuito de las Provincias de Rionegro y Bajo Magdalena,Yacopí - La Palma,1,2,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,19+500,1,9869,0,1,1
887,1,560421,5604,21,500,24,500,12,Circuito de las Provincias de Rionegro y Bajo Magdalena,Yacopí - La Palma,1,2,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,21+500,24+500,1,9868,0,1,1
879,1,56077,5607,7,146,45,790,12,Conexión Troncal Central del Norte - Troncal Villagarzon - Saravena,Brisas - Guateque,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,TRANSV. DEL SISGA (ENTREGADA 28-AGT-2015),PR final 46+0080 (Ramón Lobo),rev,,,7+146,45+790,2,9844,0,1,1
888,3,56070,5607,0,0,7,146,12,Conexión Troncal Central del Norte - Troncal Villagarzon - Saravena,Chocontá - Brisas,1,1,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,7+146,1,9850,0,1,1
889,1,560878,5608,78,0,92,48,7,Conexión Troncal Central del Norte - Troncal Villagarzon - Saravena,El Secreto - Aguaclara,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,78+0,92+48,2,9851,0,1,1
1079,1,56080,5608,0,0,78,0,4,Conexión Troncal Central del Norte - Troncal Villagarzon - Saravena,Guateque - El Secreto,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,TRANSV. DEL SISGA (ENTREGADA 28-AGT-2015),,,,,0+0,78+0,2,10046,0,1,1
1227,1,60020,6002,0,0,114,984,10,Transversal Tribuga - Arauca,Quibdó - La Mansa,1,1,,1,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,Act. seg 0 al 32; 93 al 114 ,,0+0,114+984,1,10209,0,1,1
1342,1,600381,6003,90,0,93,700,1,Transversal Tribuga - Arauca,La Mansa - Primavera,2,,1,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,PACÍFICO 1,No la han recibido concesionario ni ANI,,,,90+0,93+700,2,10352,0,1,1
1377,1,600381,6003,90,615,90,740,1,Transversal Tribuga - Arauca,La Mansa - Primavera,1,1, ,1, ,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/06/17 00:00:00+00,PACÍFICO 1,No la han recibido concesionario ni ANI, , , ,90+0615,90+0740,1,10459,0,1,1
1389,1,600381,6003,91,197,91,383,1,Transversal Tribuga - Arauca,Sector Rectificado,1, , ,1, ,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/06/17 00:00:00+00,PACÍFICO 1,No la han recibido concesionario ni ANI, , , ,91+0197,91+0383,1,10460,0,1,1
1413,1,600381,6003,92,24,92,280,1,Transversal Tribuga - Arauca,La Mansa - Primavera,1,1, ,1, ,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/06/17 00:00:00+00,PACÍFICO 1,No la han recibido concesionario ni ANI, , , ,92+0024,92+0280,1,10461,0,1,1
1417,1,600376,6003,44,200,88,100,1,Transversal Tribuga - Arauca,Peñalisa - Primavera,2, , ,1, ,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/06/17 00:00:00+00,PACÍFICO 1,No la han recibido concesionario ni ANI, , , ,44+0200,88+0100,2,10449,0,1,1
1421,1,60030,6003,0,0,44,200,1,Transversal Tribuga - Arauca,La Mansa - Peñalisa,1,1, ,1, ,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/06/17 00:00:00+00, , , , , ,0+0,44+0200,1,10451,0,1,1
1427,1,600381,6003,88,100,90,0,1,Transversal Tribuga - Arauca,La Mansa - Primavera,1,1, ,1, ,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/06/17 00:00:00+00,PACÍFICO 1,No la han recibido concesionario ni ANI, , , ,81+900,95+31,1,10457,0,1,1
1428,1,600381,6003,90,131,90,342,1,Transversal Tribuga - Arauca,Sector Rectificado,1, , ,1, ,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/06/17 00:00:00+00,PACÍFICO 1,No la han recibido concesionario ni ANI, , , ,90+0131,90+0342,1,10458,0,1,1
1429,1,600381,6003,91,441,91,782,1,Transversal Tribuga - Arauca,Sector Rectificado,1, , ,1, ,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/06/17 00:00:00+00,PACÍFICO 1,No la han recibido concesionario ni ANI, , , ,91+0441,91+0782,1,10462,0,1,1
1434,1,600381,6003,93,700,95,31,1,Transversal Tribuga - Arauca,La Mansa - Primavera,1,1, ,1, ,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/06/17 00:00:00+00,PACÍFICO 1,No la han recibido concesionario ni ANI, , , ,93+0700,95+0031,1,10463,0,1,1
1343,1,60040,6004,0,0,50,700,1,Transversal Medellin - Bogotá,Medellín - Santuario,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,PR final 51+0000 en Ramón Lobo,,,,0+0,50+700,2,10362,1,1,1
1032,1,60050,6005,3,0,135,600,1,Transversal Medellin - Bogotá,Peaje Cocorna - Cruce Ruta 45 (Caño Alegre),1,,1,1,60,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/08/24 00:00:00+00,,,,,,3+0,135+600,1,10002,0,1,1
1443,1,60050,6005,0,0,3,0,1,Transversal Medellin - Bogotá,Santuario - Peaje Cocorna,2,,1,1,60,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/08/24 00:00:00+00,,,,,,0+0000,3+0000,2,10492,0,1,1
936,1,60060,6006,0,0,95,80,4,Transversal Puerto Boyaca - Monterrey,Cruce Ruta 45 (Dos y Medio) - Otanche,1,1,,1,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,Act seg 37 al 47,,0+0,95+80,1,9942,1,1,1
969,2,60070,6007,0,0,32,0,4,Transversal Puerto Boyaca - Monterrey,Otanche - Río Minero,1,1,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,32+0,1,9936,0,1,1
1067,2,600732,6007,32,0,90,150,4,Transversal Puerto Boyaca - Monterrey,Río Minero - Chiquinquirá,1,2,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,Act. seg 32 a 34,,32+0,90+150,1,10032,0,1,1
915,1,600837,6008,37,0,73,0,4,Transversal Puerto Boyaca - Monterrey,Sáchica - Tunja,1,3,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,37+0,73+0,1,9937,0,1,1
1033,1,60080,6008,0,0,37,0,4,Transversal Puerto Boyaca - Monterrey,Chiquinquirá - Sáchica,1,2,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,37+0,1,10003,0,1,1
1105,1,60090,6009,0,0,118,0,4,Transversal Puerto Boyaca - Monterrey,Tunja - Páez,1,3,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,118+0,1,10070,1,1,1
1424,1,62010,6201,0,0,53,815,1,Troncal de Uraba,Turbo - Chigorodó,2, , ,2, ,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/06/17 00:00:00+00, , , , , ,0+0,53+815,2,10454,1,1,1
1253,1,62020,6202,0,0,11,0,1,Troncal de Uraba,Chigorodó - El Tigre,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,11+0,2,10234,0,1,1
1254,1,620211,6202,11,0,112,862,1,Troncal de Uraba,El Tigre - Dabeiba,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,MAR 2 (ENTREGA 17-DIC-2015),,,,,11+0,112+862,2,10235,0,1,1
945,1,620347,6203,59,635,115,17,1,Troncal de Uraba,Cañasgordas - Santafé de Antioquia,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,MAR 1 (ENTREGADA 15-OCT-2015),PR inicial 59+0635 (Ramón Lobo),rev,,,59+635,115+17,2,10237,0,1,1
1223,1,620347,6203,47,200,115,17,1,Troncal de Uraba,Rubicón - Santafé de Antioquia,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,MAR 1 (ENTREGADA 15-OCT-2015),PR inicial 59+0635 (Ramón Lobo),rev,,,47+200,115+17,2,10339,0,1,1
1255,1,62030,6203,0,0,59,635,1,Troncal de Uraba,Dabeiba -Cañasgordas,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,MAR 2 (ENTREGA 17-DIC-2015),PR final 59+635 (Ramón Lobo),rev,,,0+0,59+635,2,10236,0,1,1
946,1,62040,6204,0,0,16,0,1,Troncal de Uraba,Santafé de Antioquia - Puente Aurra,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,MAR 1 (ENTREGADA 15-OCT-2015),,,,,0+0,16+0,2,10238,0,1,1
1422,1,620416,6204,16,0,71,0,1,Troncal de Uraba,Puente Aurra - Medellin,1,1, ,1, ,Google Maps,1970/01/01 00:00:00+00,2020/06/17 00:00:00+00, , ,3d_mal_oeste, , ,16+0000,71+0000,1,10452,0,1,1
965,1,62059,6205,9,700,53,0,1,Transversal Tribuga - Arauca,Barbosa - Cisneros,2,,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,Entregada 9 de marzo de 2016,,,Act. seg 18 - 19; 23-25,,9+700,53+0,2,9934,0,1,1
1098,1,62050,6205,0,0,9,0,1,Transversal Tribuga - Arauca,Hatillo - Barbosa,3,,,1,,Google Maps,1970/01/01 00:00:00+00,2015/12/05 00:00:00+00,,,3d_mal_central,,,0+0,9+0,3,10067,0,1,1
1398,1,62059,6205,9,0,9,700,1,Transversal Tribuga - Arauca,Paso Nacional por Barbosa,1,1, ,1, ,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/06/17 00:00:00+00,Entregada 9 de marzo de 2016, , , , ,9+0,9+700,1,10432,0,1,1
1401,1,620553,6205,53,0,54,1158,1,Transversal Tribuga - Arauca,Paso Nacional por Cisneros,1,1, ,2, ,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/06/17 00:00:00+00, ,PR final 54+1158 (Ramón Lobo),rev, , ,53+0,54+1158,1,10436,0,1,1
1000,1,62061,6206,1,0,40,900,1,Transversal Tribuga - Arauca,Cisneros - Alto de Dolores,2,,,1,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,Act. seg 17-18,,1+0,40+900,2,9977,0,1,1
1001,1,620640,6206,40,900,95,198,1,Transversal Tribuga - Arauca,Cisneros - Puerto Berrío (Incluye el Puente sobre el Río Magdalena),2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,40+900,95+198,2,9978,0,1,1
1025,1,6206114,6206,114,49,114,200,22,Transversal Tribuga - Arauca,Puerto Olaya - Cruce Ruta 45 (Intersección),1,4,,2,,Google Maps,2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,borra,,114+49,114+200,1,10039,0,1,1
1026,1,620698,6206,98,140,114,49,22,Transversal Tribuga - Arauca,Puerto Olaya - Cruce Ruta 45,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,98+140,114+49,2,10040,0,1,1
1112,1,620695,6206,97,1136,98,140,22,Transversal Tribuga - Arauca,Paso Nacional por Puerto Berrío (Incluye el Puente sobre el Río Magdalena),1,4,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,PR Inicial 95+0148 (Ramón Lobo),rev,Act. seg 96-97,,97+1136,98+140,1,10078,0,1,1
1402,1,62060,6206,0,0,1,0,1,Transversal Tribuga - Arauca,Paso Nacional por Cisneros,1,1, ,1, ,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/06/17 00:00:00+00, , , , , ,0+0,1+0,1,10437,0,1,1
1414,1,620695,6206,95,198,97,1136,1,Transversal Tribuga - Arauca,Paso Nacional por Puerto Berrío (Incluye el Puente sobre el Río Magdalena),1,1, ,2, ,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2020/06/17 00:00:00+00, ,PR Inicial 95+0148 (Ramón Lobo),rev,Act. seg 96-97, ,95+198,97+1136,1,10446,0,1,1
1068,1,62070,6207,0,0,61,1247,22,Transversal del Carare,Cruce Puerto Araujo - Landázuri,1,4,,1,,Google Maps,2016/01/01 00:00:00+00,2016/09/07 00:00:00+00,,PR Final 61+1380 según Ramón Lobo,,<Null>,,0+0,61+1247,1,10033,0,1,1
1007,1,620869,6208,69,324,70,674,22,Transversal del Carare,Landázuri - Barbosa,1,4,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,69+324,70+674,1,9984,0,1,1
1010,1,62080,6208,0,0,69,324,22,Transversal del Carare,Landázuri - Barbosa,1,4,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,69+324,1,9987,0,1,1
988,1,62090,6209,0,0,64,0,4,Transversal del Carare,Barbosa - Tunja,1,2,,1,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,Act. seg 21al 27,,0+0,64+0,1,9961,0,1,1
1280,1,62100,6210,0,0,16,1430,4,Accesos a Yopal,Cruce ruta 55 Duitama - La Ye - Sogamoso,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,16+1430,2,10276,0,1,1
997,1,621116,6211,16,0,118,616,7,Accesos a Yopal,El Crucero - Aguazul,1,1,,1,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,Act. 52-54; 71 al 118+0616,,16+0,118+616,1,9974,0,1,1
1006,1,62110,6211,0,0,16,0,4,Accesos a Yopal,Sogamoso - El Crucero,1,5,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,16+0,1,9983,0,1,1
1011,1,640255,6402,55,100,82,430,22,Transversal Guane - San Gil - Mogotes - La Rosita,Cruce a Guane - San Gil,1,2,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,55+100,82+430,1,9988,0,1,1
894,1,64030,6403,0,0,78,11,22,Transversal Guane - San Gil - Mogotes - La Rosita,Cruce Ruta 45A (San Gil) - Onzaga,1,2,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,PR final 78+0 Ramón Lobo,,,,0+0,78+11,1,9880,0,1,1
886,1,64040,6404,0,0,128,500,4,Ruta de Los Libertadores,Belén - Sácama,1,4,,1,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,Act. seg 21-23; 32-33; 42-45,,0+0,128+500,1,9867,0,1,1
1124,1,64050,6405,0,0,32,80,7,Ruta de Los Libertadores,Sácama - Cruce Ruta 45 (La Cabuya),1,3,,1,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,Act. seg 26-32+0080,,0+0,32+80,1,10092,0,1,1
1161,1,65013,6501,2,750,55,600,19,Troncal Villagarzon - Saravena,Villagarzón - Puerto Bello,1,2,,1,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,Act. seg 47-50,,2+750,55+600,1,10136,0,1,1
1208,1,650155,6501,55,600,111,510,6,Troncal Villagarzon - Saravena,Puerto Bello - San José del Fragua,1,2,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,"Faltan prs 77 al 11, devuelto IGAC. Act. seg 59-67; 84-111",,55+600,111+510,1,10186,0,1,1
1074,1,65020,6502,0,0,58,66,6,Troncal Villagarzon - Saravena,San José del Fragua - Florencia,1,2,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,Act. seg 28-30;32-37;43-46;49-50;57-58,,0+0,58+66,1,10161,0,1,1
923,1,65030,6503,0,0,96,763,6,Troncal Villagarzon - Saravena,Florencia - Puerto Rico,1,1,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,96+763,1,9900,0,1,1
906,1,65040,6504,0,0,81,92,6,Troncal Villagarzon - Saravena,Puerto Rico - Mina Blanca,1,3,,1,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,Act. seg 0-81,,0+0,81+92,1,9896,0,1,1
920,1,65070,6507,0,0,102,600,16,Transversal Buga - Puerto Inirida,San José del Guaviare - Cruce Puerto Rico,1,4,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,102+600,1,9895,0,1,1
898,1,65080,6508,0,0,103,938,16,Transversal Buga - Puerto Inirida,Cruce Puerto Rico - Ye de Granada,1,1,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,Via no está en Criterio Tecnico,urg rev,Act. seg 87-89; 102-104,,0+0,103+938,1,9884,0,1,1
919,1,6508103,6508,103,938,106,0,16,Transversal Buga - Puerto Inirida,Ye de Granada - Casco Urbano Granada,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,MALLA VIAL DEL META 2015. (ENTREGADO 9-JUN-2015),,,,,103+938,106+0,2,9894,0,1,1
891,1,65090,6509,0,0,69,925,16,Troncal Villagarzon - Saravena,Ye de Granada - Paso por el Puente sobre el Río Ocoa,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,MALLA VIAL DEL META 2015. (ENTREGADO 9-JUN-2015),,,,,0+0,69+925,2,9876,0,1,1
892,1,650972,6509,72,2775,72,3045,16,Troncal Villagarzon - Saravena,Paso por el Puente sobre el Río Ocoa - Villavicencio,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,MALLA VIAL DEL META 2015. (ENTREGADO 9-JUN-2015),,,,,72+2775,72+3045,2,9877,0,1,1
904,1,650969,6509,69,925,72,2775,16,Troncal Villagarzon - Saravena,Entrada Ciudad Porfía - Caño Tigre,3,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2018/08/29 00:00:00+00,,,,,,69+925,72+2775,3,9878,0,1,1
907,3,650957,6509,57,352,58,564,16,Troncal Villagarzon - Saravena,Paso Antiguo por el Río Guayuriba,1,1,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,57+352,58+564,1,9897,0,1,1
869,1,65110,6511,0,0,49,550,7,Troncal Villagarzon - Saravena,Barranca de Upía - Monterrey,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,VILLAVICENCIO - YOPAL (ENTREGADA 8-SEPT-2015),,,,,0+0,49+550,2,9863,0,1,1
933,1,65120,6512,0,0,103,287,7,Troncal Villagarzon - Saravena,Monterrey - Yopal,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,VILLAVICENCIO - YOPAL (ENTREGADA 8-SEPT-2015),,,,,0+0,103+287,2,9939,0,1,1
1122,1,6512103,6512,103,287,105,448,7,Troncal Villagarzon - Saravena,Paso Nacional por Yopal,1,1,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,103+287,105+448,1,10090,0,1,1
1129,1,65130,6513,0,0,90,380,7,Troncal Villagarzon - Saravena,Yopal - Paz de Ariporo,1,2,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,90+380,1,10097,0,1,1
1103,1,65140,6514,0,0,73,133,7,Troncal Villagarzon - Saravena,Paz de Ariporo - La Cabuya,1,2,,1,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,PR final 73+0380 según Ramón Lobo,,Act. seg  39+0040; 50-51; 72-73+380;,,0+0,73+133,1,10089,0,1,1
1130,1,65150,6515,0,0,129,180,7,Troncal Villagarzon - Saravena,La Cabuya - Saravena,1,3,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,PR final 129+0070 (Ramón Lobo),rev,Act. seg 57-58;102-103; 128-129+0180,,0+0,129+180,1,10098,0,1,1
1066,1,66010,6601,0,0,30,0,22,Transversal Tribuga - Arauca,Barrancabermeja - Cruce Ruta 45 (La Lizama),2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,BARRANCABERMEJA-YONDO (ENTREGADA 13-OCT-2015),,,,,0+0,30+0,2,10031,0,1,1
1044,1,660234,6602,0,0,60,0,22,Transversal Tribuga - Arauca,Cruce Ruta 45 (La Fortuna) - Lebrija,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,BARRANCABERMEJA-YONDO (ENTREGADA 13-OCT-2015),,,,,0+0,60+0,2,10012,1,1,1
1299,1,660260,6602,60,0,72,690,22,Transversal Tribuga - Arauca,Lebrija - Palenque,3,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,<Null>,<Null>,,,60+0,72+690,3,10305,1,1,1
