X,Y,objectid,codigo_via,pr,distanciap,nombre,administra,territoria,latsig,longsig,cat_1,cat_4,cat_5,cat_6,cat_7,link_foto,sector,cat_2,cat_3,ruleid,a_cargo_de,sentido,ubicacion,telefono_peaje,telefono_grua,eje_adicional,eje_adicional_r,eje_grua,cat_e_ie,cat_8,cat_9,cat_ie_10,cat_iee,cat_ieee,cat_iia,cat_eae,cat_ec,cat_e,cat_ie,cat_iie,cat_iiie,cat_ive,cat_ve,cat_vie,cat_viie,d_cat_i,d_cat_ii,d_cat_iii,d_cat_iv,d_cat_v,d_cat_vi,d_cat_vii,d_cat_viii,d_cat_ix,d_cat_ie10,d_cat_iee,d_cat_ieee,d_cat_iia,d_cat_eg,d_cat_ear,d_cat_ea,d_cat_eae,d_cat_ec,d_cat_e,d_cat_ie,d_cat_iie,d_cat_iiie,d_cat_ive,d_cat_ve,d_cat_vie,d_cat_viie
-75.43594955,9.430745196,3819,25SC01,15,402,LA ESPERANZA,CONCESION ANI,SUCRE,62,-75.43594955,8200,24300,27400,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/la_esperanza.jpg,Sincelejo - Toluviejo,8900,19200,2,Concesión Autopistas de la Sabana Córdoba - Sucre,Aplica en ambos sentidos,Km 15+200 Vía Sincelejo – Toluviejo,3124964386,3184095455 – 3182406622,8700,8400,6400,0,0,0,0,0,0,0,0,0,2000,2100,0,0,0,0,0,0,Automóviles y Camperos,Camiones y Buses 2 ejes Pequeños,Camiones y Buses 2 ejes Grandes,Camiones y Buses 2 ejes Grandes,Camiones y Buses 2 ejes Grandes, , , , , , , , ,Eje grúa,Eje remolque,Eje adicional, , ,Categoría Especial, , , , , , , 
-75.50528033,5.12551851,3900, ,0,0,LA ESTRELLA,DEPARTAMENTO,CALDAS,5.12551851,-75.50528033,6100,22500,25300,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Manizales - Neira,7100,0,3, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , 
-73.5465192,7.397175967,3800,6602,37,300,LA GOMEZ,INVIAS,SANTANDER,63,1,10900,38800,45600,0,0,https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3800.pdf,Cruce Ruta 45 (La Fortuna) - Lebrija,13800,32400,5,INVIAS,Sur – Norte,Vía La Lizama – San Alberto Km 37 + 300,No tiene servicio,No tiene servicio,10200,10000,7300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Automóviles y Camperos.,Camiones y Buses 2 ejes Pequeños.,3 ejes.,4 ejes.,5 ejes., , , , , , , , ,Eje Grúa.,Eje Remolque.,Eje adicional., , , , , , , , , , 
-75.49062114,10.34234351,3905, ,0,0,LA HEROICA,DISTRITO,BOLÍVAR,10.34242003,-75.49062651,2900,10700,16400,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Variante Mamonal - Gambote,4600,8200,4,CONVIAL,Ambos sentidos de circulación,Variante Mamonal - Gambote,(57) (5)6609002 - 6607822 - 6609125,(57) (5)6609002 - 6607822 - 6609125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Categoría I Livianos y Automóviles,Categoría II Buses y Busetas,Categoría III Camiones de 2 Ejes,Categoría IV Camiones de,Categoría V Camiones de más de 5 Ejes, , , , , , , , , , , , , , , , , , , , , 
-73.46398294,4.056859962,3922,4007,17,585,LA LIBERTAD,CONCESION ANI,META,64,-73.46328557,12700,30500,45400,59800,68500,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Villavicencio - Paso por el Puente sobre el Río La Balsa -Puerto Lopez,25300,18300,2,Concesión Autopistas de los Llanos,Oriente,Vía Villavicencio – Puerto López Km 18+900,(8) 6700868 – 3115615494,3223472204 - #765,0,0,0,0,0,0,0,0,0,0,0,0,6100,6300,0,0,0,0,0,0,Automóviles y Camperos,Camiones y Buses 2 ejes pequeños,Camiones y Buses 2 ejes grandes,3 y 4 Ejes,5 Ejes,6 Ejes,CAT VII, , , , , , , , , , , ,CAT Especial, , , , , , , 
-73.63939838,9.638016517,3801,4516,40,1927,LA LOMA,CONCESION ANI,CESAR,65,-73.63939838,8100,25100,28500,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,San Roque - Bosconia,9000,19500,2,Concesión Yuma,Sur – Norte,Km 42 Vía San Roque - Bosconia,3158210547,018000945566 Opción 1,9000,8700,6500,0,0,0,0,0,0,0,0,0,0,0,0,9900,12700,14400,0,0,Automoviles y camperos,Camiones y buses 2 ejes pequeños,Camiones y buses 2 ejes grandes,3 y 4 Ejes,5 Ejes, , , , , , , , ,Eje grúa,Eje adicional Remolque,Eje adicional, , , , , , , , , , 
-72.20613827,5.524910589,3984,6513,34,900,LA NEVERA,INVIAS,CASANARE,145,0,7500,21800,24500,0,0, ,Paz de Ariporo - Yopal,8100,17200,5,INVÍAS,Bidireccional,Paz de Ariporo - Yopal Km. 34+900,No tiene,No cuenta con servicio,0,0,0,1100,0,0,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,Automóviles y Camperos,Camiones y Buses 2 ejes pequeños,Camiones y Buses 2 ejes grandes,3 y 4 ejes,Categoría V 5 Ejes, , , , , , , , , , , , , , ,Categoría Especial IE,Categoría Especial IIE, , , , , 
-72.48416464,7.867456472,3969,7010,1,792,LA PARADA,CONCESION ANI,N. DE SANTANDER,66,-72.48416464,2000,2000,2000,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Cúcuta - Puente Internacional Simón Bolívar,2000,2000,2,Concesionaria San Simón S.A,Sentido San Antonio (Venezuela) - Cúcuta,Km. 2 de la Autopista Internacional que comunica a Cúcuta con San Antonio,3104946611,320 345 2139,2000,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , 
-75.62728596,5.749465359,3811,25B01,2,957,LA PINTADA,CONCESION ANI,ANTIOQUIA,67,-75.62728596,8300,24400,27400,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,La Pintada - Peñalisa,9000,19200,2,Concesión Pacifico Tres S.A.S.,Sur – Norte,KM 03 RUTA 25B01 Vía Pintada – Bolombolo,3173673153,3185018100  - #272 Claro Movistar y Tigo,8700,8400,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Automóviles y Camperos,Camiones y Buses 2 Ejes,3 ejes,4 ejes,5 ejes, , , , , , , , ,Eje Grúa,Eje remolque,Eje adicional, ,Eje Cañero, , , , , , , , 
-74.17147724,4.744624343,3911, ,0,0,LA TEBAIDA,DEPARTAMENTO,CUNDINAMARCA,4.74466731,-74.17163204,11200,15600,34500,42400,44800,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Funza - Cota,13500,13500,3,CONCESIÓN DEVISAB,Sur - Norte // Norte - Sur,Kilómetro 8 Vía Mosquera - Chía Jurisdicción del Municipio de Funza,*815 - 018000953550,*815 - 018000953550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Categoría I Automóviles y Camperos,Categoría II Buses y Busetas,Categoría III Camiones y Buses 2 ejes pequeños,Categoría IV Camiones y Buses 2 ejes grandes,Categoría V Camiones de 3 y 4 ejes,Categoría VI Volquetas y Camiones de 5 ejes,Categoría VII 6 ejes Volquetas y Camiones, , , , , , , , , , , , , , , , , , , 
-76.11843753,4.252468251,3988,2506,12,296,LA URIBE,DEPARTAMENTO,VALLE DEL CAUCA,4.25300154,-76.11906914,8400,34300,38000,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Andalucía - La Paila -La Victoria,10800,25300,3,PISA Proyectos de Infraestructura S.A.,Norte – Sur  / Sur - Norte,Vía Andalucía – Cerritos Km 12+300,3155602442,2238660 - 3155602442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Categoría I Automóviles y Camperos,Categoría II Camiones y Buses 2 ejes pequeños,Categoría III Camiones y Buses 2 ejes grandes,Categoría IV 3 y 4 ejes,Categoría V 5 Ejes,Categoría VI 6 Ejes,Categoría VII, , , , , , , , , , , , , , , , , , , 
-75.31995382,9.318846937,3867,2515,5,858,LAS FLORES,CONCESION ANI,SUCRE,48,-75.31995382,4500,23600,27100,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Sincelejo - Puerta de Hierro,12000,18600,2,Concesión Autopistas de la Sabana Córdoba - Sucre,Nor Oriente,Vía Sincelejo – Carmen de Bolivar Km 05+600,3124964386,3184095455 – 3182406622,0,0,0,4700,0,0,0,0,0,0,0,0,2900,3000,4800,6300,0,0,0,0,Automóviles y Camperos,Camiones y Buses 2 ejes Pequeños,Camiones y Buses 2 ejes Grandes,Camiones y Buses 2 ejes Grandes,Camiones y Buses 2 ejes Grandes, , , , , , , , , , , , , ,ESPECIAL,ESPECIAL IE,ESPECIAL IIE, , , , , 
-75.53125739,6.150673018,3932,5601,0,0,LAS PALMAS,CONCESION ANI,ANTIOQUIA,68,-75.53125739,8700,10500,23300,31400,35100,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Glorieta Las Palmas - La Unión,10500,10500,2,Concesión Túnel Aburrá - Oriente S.A.,Oriente – Occidente,Km. 5 RUTA 5601 Vía Medellín -  La Ceja,(4) 4446178 - 2228085 - 4602225,(4) 4446178 - 2228085 - 4602225,0,0,0,6400,0,0,0,0,0,0,0,0,0,6500,200,0,0,0,0,0,Automóviles y Camperos,Buses,Camiones pequeños de 2 ejes,Camiones grandes de 2 ejes,Camiones de 3 y 4 ejes,Categoría VI,Categoría VII, , , , , , , , , , , , ,Categoría Especial I,Categoría Especial II, , , , , 
-74.72971898,10.97871917,3843,9007,5,569,LAUREANO GOMEZ,DEPARTAMENTO,MAGDALENA,100,-74.72971898,10100,37200,42100,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Barranquilla - Santa Marta,1200,28100,3,Concesión (Barranquilla -Ciénaga),Norte – Sur,KM 3+300 Vía Barranquilla – Santa Marta,3106328761,3106303030 - 3106328761,15900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Automóviles y Camperos,Buses y Busetas 2 ejes dobles,Camiones de 3.5 Ton.,Camiones de 5 Ton.,3 Ejes, , , , , , , , , , ,Eje Adicional, , , , , , , , , , 
-73.1886116,7.103127117,7205,6602,64,362,LEBRIJA,EDISAN,SANTANDER,69,-73.19,7200,26000,29800,0,0, ,Lebrija - Palenque,8200,19600,3,DEPARTAMENTO,Sur - Norte,Vía Fortuna - Bucaramanga Km 65+500 Jurisdicción del municipuio de Lebrija,3188884392,No cuenta con servcicio,,,,,,,,,,,,,,,,,,,,,Automóviles y camperos,Camiones y Buses 2 ejes pequeños,Camiones y Buses 2 ejes Grandes,3 y 4 ejes,5 ejes,,,,,,,,,,,,,,,,,,,,,
-76.6655706,3.762970321,3980,4001,63,228,LOBOGUERRERO,INVIAS,VALLE DEL CAUCA,70,1,8300,29300,33300,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Cruce Ruta 40 (Loboguerrero) - Buga,9300,22300,5,CONSORCIO NQS,Norte – Sur  / Sur - Norte,VÍA BUENAVENTURA - BUGA KM 63+700 Tramo que cubre: Desde el PR 63+310 en Loboguerrero y finaliza en el PR 118+418 en Buga,3228171095,3228171095,10600,21600,6500,0,0,0,0,0,0,0,0,6600,0,600,600,0,0,0,0,0,Automóviles y Camperos,Camiones y Buses 2 ejes pequeños,Camiones y Buses 2 ejes grandes,3 y 4 ejes,5 Ejes, , , , , , , , ,Eje Grúa,Eje Adicional Remolque,Eje Adicional, ,Eje Cañero, , , , , , , , 
-72.57131701,7.72138208,3930,5505,118,1646,LOS ACACIOS,CONCESION ANI,N. DE SANTANDER,71,-72.57131701,6100,25100,28500,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Pamplona - Cúcuta,8700,19500,2,CONCESIÓN UNIÓN  VIAL RÍO PAMPLONITA,Aplica en ambos sentidos,Km 119+900,(7) 5767878,3203452139,8800,8500,6300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Automoviles y Camperos,Camiones y buses 2 ejes pequeños,Camiones y buses 2 ejes grandes,3 y 4 ejes,5 Ejes, , , , , , , , ,Eje adicional Grúa,Eje adicional remolque,Eje adicional, , , , , , , , , , 
-75.30193609,2.785583797,3857,4505,98,628,LOS CAUCHOS,CONCESION ANI,HUILA,72,-75.30193609,8300,24400,27400,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/los_cauchos.jpg,Garzón - Neiva,9000,19200,2,Concesión Aliadas para El Progreso,Aplica en ambos sentidos de circulación,Vía Garzon – Neiva Km 98+499 Jurisdicción Municipio de Rivera,320 995 5541,311 260 50 25  - #296,8700,8400,6400,5100,0,0,0,0,0,0,0,6700,0,5300,2200,0,0,0,0,0,Categoría I Automóviles y Camperos,Categoría II Camiones y Buses 2 ejes pequeños,Camiones y Buses 2 ejes grandes,3 y 4 ejes,5 Ejes, , , , , , , , ,Eje Grúa,Eje Remolque,Eje Adicional, , , ,Categoría IE, , , , , , 
-75.99889801,8.819768367,3830,7401,46,1001,LOS CEDROS,CONCESION ANI,CORDOBA,73,-75.99889801,13100,34900,55600,64100,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Puerto Rey - Monteria,19300,19300,2,Concesión Ruta al Mar,Aplica en ambos sentido de circulación,Via Puerto Rey – Montería Km 47 Recorrido  67 KMS,3116346193 - 3116346192,094 - 7911207,0,0,0,0,0,0,0,0,0,0,0,0,0,11300,15800,0,0,0,0,0,Automóviles y Camperos,Camiones y Buses 2 ejes Pequeños,Camiones y Buses 2 ejes Grandes,3 y 4 Ejes,5 Ejes,6 Ejes,, , , , , , ,Eje grúa,Eje remolque,Eje remolque, , , , , , , , , , 
-72.99948187,6.825634367,3817,45A07,53,730,LOS CUROS,INVIAS,SANTANDER,74,1,8500,29600,34600,0,0,https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3817.pdf,San Gil - Bucaramanga,9200,23800,5, Invias,Aplica en ambos sentidos,Vía San Gil - Bucaramanga Km 53+730 Jurisdicción Municipio de Piedecuesta,sin numero,sin numero,10200,10000,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Automóviles y Camperos.,Camiones y Buses 2 ejes Pequeños.,Camiones y Buses 2 ejes Grandes.,3 y 4 ejes.,5 ejes., , , , , , , , ,Eje Grúa.,Eje Remolque.,Eje adicional., , , , , , , , , , 
-75.82684634,8.842209915,3968,2103,1,473,LOS GARZONES 1,CONCESION ANI,CORDOBA,53,-75.82446454,4500,23600,27100,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Montería - Cereté,12000,18600,2,Concesión Autopistas de la Sabana Córdoba - Sucre,GARZONES 1 SUR – NORTE,Vía Monteria - Lorica Km. 1 más 320 metros,3124964386,3184095455 – 3182406622,0,0,0,4700,0,0,0,0,0,0,0,0,2900,3000,4800,6300,0,0,0,0,Automóviles y Campero,Camiones y Buses 2 ejes Pequeños,Camiones y Buses 2 ejes Grandes,Camiones y Buses 2 ejes Grandes,Camiones y Buses 2 ejes Grandes, , , , , , , , , , , , , ,Categoría especial E,Categoría especial IE,Categoría especial IIE, , , , , 
-75.836761,8.827783,3999,2103,1,0,LOS GARZONES 2,CONCESION ANI,CORDOBA,0,0,4500,23600,27100,0,0, ,Montería - Cereté,12000,18600,2,Concesión Autopistas de la Sabana Córdoba - Sucre,GARZONES 2  NORTE - SUR.,Vía Monteria - Lorica Km. 1 más 320 metros,3124964386,3184095455 – 3182406622,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,4800,6300,0,0,0,0,Automóviles y Campero,Camiones y Buses 2 ejes Pequeños,Camiones y Buses 2 ejes Grandes,Camiones y Buses 2 ejes Grandes,Camiones y Buses 2 ejes Grandes, , , , , , , , , , , , , ,Categoría especial E,Categoría especial IE,Categoría especial IIE, , , , , 
-75.4681404,6.830502481,3848,2511,3,500,LOS LLANOS,INVIAS,ANTIOQUIA,75,1,8800,25700,29000,0,0,https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3848.pdf,Los Llanos - Tarazá,9700,20200,5,INVIAS,Norte - Sur,"KM 03+450 RUTA 2511, vía Medellin - La Costa",3102462831,3208360300 - 3212059197,9000,8700,6600,4500,0,0,0,0,0,0,0,0,0,4200,4800,0,0,0,0,0,"Automóviles, Camperos y Camionetas",Buses,Camiones de dos ejes pequeños,Camiones de dos ejes grandes,Camiones de tres y cuatro ejes,Camiones de cinco ejes,Camiones de seis ejes, , , , , , , , , , , , , , , , , , , 
-75.53009875,8.301572194,3976,2513,52,138,LOS MANGUITOS,CONCESION ANI,CORDOBA,8.30118958,-75.52981216,13100,19300,34900,55600,64100,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Caucasia - Planeta Rica,19300,19300,2,Concesión Ruta al Mar,Aplica en ambos sentido,Vía Caucasia – Planeta Rica (Municipio de Plaza Bonita) Cubre Tramo Buenavista – Planeta Rica,sin numero,3216177100,0,0,0,6600,0,0,0,0,0,0,0,0,0,6400,0,0,0,0,0,0,"Automóviles, Camperos y Camionetas",Buses,Camiones pequeños de 2 ejes,Camiones grandes de 2 ejes,Camiones de 3 y 4 ejes,Camiones de 5 ejes,Camiones de 6 ejes, , , , , , , , , , , , ,Categoría especial IE, , , , , , 
-74.01057918,4.663724514,3851,5009,21,639,LOS PATIOS,CONCESION ANI,CUNDINAMARCA,90,-74.01057918,9600,34300,46900,47300,0,http://hermes.invias.gov.co/carreteras/images/peajes/patios.jpg,Bogotá (Los Patios) - Guasca,15100,23400,2,INVIAS – VIPSA,Sur – Norte,La Calera – Briceño Km 0+050,3118179035,"3102399451, 3162340275, #762 y 018000181762",8700,8400,6400,4900,0,0,0,0,0,5400,0,6700,0,5100,10300,0,0,0,0,0,Categoría I Automóviles y Camperos,Categoría II Camiones y Buses 2 ejes pequeños,Categoría III Camiones y Buses 21 ejes grandes,Categoría IV 3 y 4 ejes,Categoría V 5 Ejes,Categoría VI 6 Ejes, , , , , , , ,Categoría Eje Grúa,Categoría Eje Adicional Remolque,Categoría Eje Adicional, ,Categoría Eje Cañero, ,Categoría IE,Categoría IIE, , , , , 
-73.03420732,6.917377914,3895, ,0,0,LOS SANTOS,DEPARTAMENTO,SANTANDER,6.91715957,-73.03435216,0,0,0,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Piedecuesta - Los Santos,0,0,3,Concesión CONSTRUVICOL S.A,En ambos sentidos, ,037 656 8002 - 316 6058384,037  646 9396 - 320 8003657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , 
-73.553428,5.077262984,3810,5607,27,250,MACHETA,CONCESION ANI,CUNDINAMARCA,76,-73.53570252,8500,12350,13850,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Brisas - Guateque,4500,9650,2,CONCESIÓN DEL SISGA S.A.S.,Ambos sentidos de circulación,Vía Sisga – Guateque Km 27,320 928 4913 - 321 964 0314,320 928 4913 - 321 964 0314,8700,8400,6400,3800,0,0,0,0,0,0,0,0,0,3900,4200,0,0,0,0,0,"Categoría I Automóviles, Camperos y Camionetas y microbuses con ejes de llanta sencilla","Categoría II Buses, Busetas microbuses con eje trasero de doble llanta",Categoría III Vehículos de pasajeros y de carga de tres y cuatro ejes,Categoría IV Vehículos de carga de cinco (5) ejes,Categoría V Vehículos de carga de seis (6) ejes, , , , , , , , ,Categoría Eje Grúa,Categoría Eje Remolque,Categoría Eje Adicional, , , ,Categoría Especial IE,Categoría Especial IIE, , , , , 
-75.45055922,10.57453506,3904,90A01,15,949,MARAHUACO,CONCESION ANI,BOLÍVAR,77,-75.45040902,15000,28600,89700,119600,132900,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Cartagena - Lomita Arena,22600,16400,2,Concesión Costera - Barranquilla - Cartagena,Ambos sentidos de circulación,Km 16 Vía Cartagena  - Barranquilla,3124572713 - 3157210245 Ó # 212 Movistar / 3106303666 Ó # 211 Claro / 3004510014 Ó # 211 Tigo,018000977330 - 3114803629,0,0,0,0,0,0,0,0,0,0,0,0,0,7100,8500,7500,8700,0,0,0,Automóviles y Camperos,Buses de Transporte Público,Camiones  2 ejes Pequeños,Camiones  2 ejes Grandes,Camiones 3 y 4 Ejes,5 Ejes,6 Ejes, , , , , , , , , , , , , , , , , , , 
-75.81987948,9.091425667,3938,2103,32,632,MATA DE CAÑA,CONCESION ANI,CORDOBA,78,-75.81987948,12800,18900,20200,29400,29500,http://hermes.invias.gov.co/carreteras/images/peajes/mata_de_cana.jpg,Cereté - Lorica,18900,18900,2,Concesión Ruta al Mar,Sur – Norte,Vía Monteria - Lorica Km 32+700 Metros,3102468199 - 3145007265,3216177100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Automóviles, Camperos y Camionetas",Buses,Camiones pequeños de 2 ejes,Camiones grandes de 2 ejes,Camiones de 3 y 4 ejes,Camiones de 5 ejes,Camiones de 6 ejes, , , , , , , , , , , , , ,Categoría especial IIE, , , , , 
-76.4113863,3.759985933,5606,2301,51,848,MEDIACANOA,INVIAS,VALLE DEL CAUCA,79,1,8900,37700,43400,0,0,https://hermes.invias.gov.co/recursos/Fichas%20Peajes/5606.pdf,Yumbo - Mediacanoa,10700,28900,5,INVIAS,Sur - Norte // Norte - Sur,Vía Cali – Mediacanoa Km 36+600,No cuenta con número,No cuenta con servicio,10700,21200,6600,4100,,,,,,,,6600,,,4900,,,,,,Automóviles y Camperos,Camiones y Buses 2 ejes pequeños,Camiones y Buses 2 ejes grandes,3 y 4 ejes,5 Ejes,,,,,,,,,Eje Grúa,Eje Adicional Remolque,Eje Adicional,,Eje Cañero,,CAT IE,CAT IIE,,,,,
-74.29408445,4.638348462,3887, ,0,0,MONDOÑEDO,DEPARTAMENTO,CUNDINAMARCA,4.63834846,-74.29408445,11200,15600,44800,61600,70300,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,La Mesa - Mosquera,13500,13500,3,CONCESIÓN DEVISAB,Norte - Sur // Sur Norte,Vía Chía – La Mesa – Girardot Km 105 Jurisdicción del Municipio de Bojacá,#815  Tigo - 018000953550,#815  Tigo - 018000953550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Categoría I Automóviles y Camperos,Categoría II Buses y Busetas,Categoría III Camiones y Buses 2 ejes pequeños,Categoría IV Camiones y Buses 2 ejes grandes,Categoría V 3 y 4 ejes Volquetas y Camiones,Categoría VI 5 ejes Volquetas y Camiones,Categoría VII 6 ejes Volquetas y Camiones, , , , , , , , , , , , , , , , , , , 
-73.56001492,8.09234873,3995,4514,39,653,MORRISON,INVIAS,OCAÑA,80,1,9800,28400,32400,0,0,https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3995.pdf,San Alberto - La Mata,10700,22200,5,Concesión ruta el sol,Norte – Sur – Norte,Km 28+500 Vía San Alberto – Aguaclara,3165280395,No cuenta con servicio,10200,10000,7300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Automóviles y camperos,Camiones y buses de 2 ejes,3 Ejes,4 Ejes,5 Ejes, , , , , , , , ,Eje grúa,Eje Remolque,Eje adicional, , , , , , , , , , 
-75.30722632,2.97779795,3854,4506,3,728,NEIVA,CONCESION ANI,HUILA,82,-75.30722632,11700,19900,33300,42700,48600,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Neiva - Natagaima,13900,15600,2,Concesión Autovía Neiva – Girardot,Aplica en ambos sentidos de circulación,Vía Neiva – Castilla Km 3+700 Jurisdicción Municipio de Neiva,3103424699 3153340727 – 3174340907,667 10 30,0,0,0,4900,0,0,0,0,0,0,0,0,0,5200,0,0,0,0,0,0,Automóviles y Camperos,Camiones y Buses 2 ejes pequeños,Camiones y Buses 2 ejes grandes,3 y 4 ejes,5 Ejes,6 Ejes,CAT VII, , , , , , , , , , , , ,Categoría IE, , , , , , 
-74.10928246,11.25312936,3863,9008,6,759,NENGUANJE,CONCESION ANI,MAGDALENA,81,-74.10928246,9600,18900,27700,44700,56400,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Santa Marta - Río Palomino,14800,11900,2,Concesión Santa Marta - Paraguachón S.A.,Aplica en ambos sentidos,Ubicación: 6+500 Tramo que cubre: Puente Nenguange – Palomino,3138891473 - 3138891473 - (5) 7288542/43,(5) 728 85 43,0,0,0,4800,0,0,0,0,0,0,0,0,0,5000,7500,0,0,0,0,0,Automóviles y Camperos,Buses y Busetas 2 ejes,Camiones 350 2 ejes Dobles,Camiones 600 2 ejes Dobles,3 a 4 Ejes,5 Ejes,6 a mas ejes, , , , , , , , , , , , ,CAT ESPECIAL IE,CAT ESPECIAL IIE, , , , ,
-75.52659551,6.34510075,3965,2510,0,0,NIQUIA,DEPARTAMENTO,ANTIOQUIA,6.34493547,-75.52716682,2500,3400,3400,3400,3400,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Medellìn - Hoyo Rico,2500,3200,3,Concesión Hatovial S.A.S,Norte,Km 15+000 Autopista norte,4678141 - 3108992853 - 3108992853 - 2544670 - 01-8000-522-44-77,(054) 312 11 99-325 06 60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , 
-73.775205,4.026246301,3853,6509,54,629,OCOA,CONCESION ANI,META,83,-73.775205,9700,23300,34600,46000,50000,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Ye de Granada - Paso por el Puente sobre el Río Ocoa,19400,13300,2,Concesión Autopistas de Los Llanos,Sur,Vía Villavicencio – Granada Km 54+450,(8) 6700868 – 3138860370 - 018000918624 - #76,(578) 668 49 90-91,0,0,0,0,0,0,0,0,0,0,0,0,3500,3600,0,0,0,0,0,0,"Automóviles, Camperos y Camionetas",Camiones y Buses con eje trasero doble llanta,Camiones de 3 y 4 ejes,Camiones de 5 ejes,Tracto camiones,6 Ejes,CAT VIII, , , , , , , , , , , ,CAT Especial, , , , , , , 
-73.33328957,6.178236419,3839,45A06,62,900,OIBA,INVIAS,SANTANDER,84,1,8500,29600,34600,0,0,https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3839.pdf,Puente Nacional - San Gil,9200,23800,5,Invias,NORESTE- SUROCCIDENTE,Vía Puente Nacional – San Gil Km 62+950,Sin numero,Sin numero,10200,10000,7000,800,0,0,0,0,0,0,0,0,0,800,800,0,0,0,0,0,Automóviles y Camperos.,Camiones y Buses 2 ejes Pequeños.,Camiones y Buses 2 ejes Grandes.,3 y 4 ejes.,5 ejes., , , , , , , , ,Eje Grúa.,Eje Remolque.,Eje adicional., , , ,CAT ESPECIAL IE., , , , , , 
-73.66972216,8.852803854,3802,4515,28,600,PAILITAS,INVIAS,CESAR,85,1,9800,28400,32400,0,0,https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3802.pdf,La Mata - San Roque,10700,22200,5,INVÍAS,Norte – Sur – Norte,Km 28+500 Vía La Mata – San Roque,3165280395, ,10200,10000,7300,4800,0,0,0,0,0,0,0,0,0,4500,200,11200,14300,16300,0,0,Automóviles y camperos,Camiones y buses  ejes,3 Ejes,4 Ejes,5 Ejes, , , , , , , , ,Eje grúa,Eje adicional remolque,Eje adicional, , , , , , , , , , 
